"SALES_ID";"SALES_DATE";"SALES_TIME";"CUSTOMER_ID";"PRODUCT_ID";"QUANTITY";"DISCOUNT_PERCENTAGE";"DISCOUNT_AMOUNT";"PRICE"
S_007562896;"2020-03-17";"14:06:32";C_000001194;P_0151;"1";"0.00";"0.00";"999.00"
S_802090517;"2022-02-19";"17:52:15";C_000000161;P_0151;"1";"0.00";"0.00";"999.00"
S_222178443;"2022-05-01";"23:43:47";C_000004298;P_0151;"1";"0.00";"0.00";"999.00"
S_524519488;"2020-03-29";"11:43:35";C_000001463;P_0151;"1";"0.00";"0.00";"999.00"
S_120161099;"2020-11-21";"19:07:06";C_000023735;P_0151;"1";"0.00";"0.00";"999.00"
S_466007630;"2021-12-19";"05:13:55";C_000000160;P_0151;"1";"0.00";"0.00";"999.00"
S_221189593;"2020-02-17";"04:21:37";C_000036519;P_0151;"1";"0.00";"0.00";"999.00"
S_566995703;"2021-05-08";"12:45:13";C_000000332;P_0151;"1";"0.00";"0.00";"999.00"
S_245084043;"2021-05-11";"03:25:24";C_000004213;P_0151;"1";"0.00";"0.00";"999.00"
S_277006856;"2021-03-13";"18:24:37";C_000001527;P_0151;"1";"0.00";"0.00";"999.00"
S_414531942;"2022-08-14";"08:32:30";C_000000992;P_0151;"1";"0.00";"0.00";"999.00"
S_211996148;"2020-10-19";"22:12:55";C_000001481;P_0151;"1";"0.00";"0.00";"999.00"
S_104129977;"2021-05-18";"23:29:27";C_000006456;P_0151;"1";"0.00";"0.00";"999.00"
S_331474290;"2021-10-15";"19:35:07";C_000001580;P_0151;"1";"0.00";"0.00";"999.00"
S_318902056;"2022-03-02";"02:56:21";C_000028440;P_0151;"1";"0.00";"0.00";"999.00"
S_916620835;"2020-08-12";"11:39:42";C_000000807;P_0151;"1";"0.00";"0.00";"999.00"
S_124995071;"2021-11-30";"04:36:43";C_000006869;P_0151;"1";"0.00";"0.00";"999.00"
S_112238944;"2022-08-30";"10:03:32";C_000000807;P_0151;"1";"0.00";"0.00";"999.00"
S_150371532;"2021-10-03";"00:00:51";C_000006969;P_0151;"1";"0.00";"0.00";"999.00"
S_111465456;"2021-08-25";"02:23:08";C_000003149;P_0151;"1";"0.00";"0.00";"999.00"
S_328751086;"2020-06-07";"23:48:54";C_000000480;P_0151;"1";"0.00";"0.00";"999.00"
S_187749943;"2022-08-20";"07:16:13";C_000008777;P_0151;"1";"0.00";"0.00";"999.00"
S_773115517;"2020-03-06";"20:03:12";C_000001275;P_0151;"1";"0.00";"0.00";"999.00"
S_305391433;"2021-08-26";"01:52:31";C_000000340;P_0151;"1";"0.00";"0.00";"999.00"
S_112657682;"2020-04-19";"09:40:59";C_000004996;P_0151;"1";"0.00";"0.00";"999.00"
S_164343564;"2020-02-01";"21:25:30";C_000005903;P_0151;"1";"0.00";"0.00";"999.00"
S_861162859;"2020-07-30";"16:58:05";C_000001481;P_0151;"1";"0.00";"0.00";"999.00"
S_370475608;"2020-09-07";"13:46:45";C_000001249;P_0151;"1";"0.00";"0.00";"999.00"
S_511225683;"2021-02-15";"17:50:00";C_000001342;P_0151;"1";"0.00";"0.00";"999.00"
S_926140429;"2022-03-06";"11:15:49";C_000023735;P_0151;"1";"0.00";"0.00";"999.00"
S_476961866;"2021-04-13";"07:02:02";C_000012562;P_0151;"1";"0.00";"0.00";"999.00"
S_843743532;"2021-01-13";"15:48:17";C_000001087;P_0151;"1";"0.00";"0.00";"999.00"
S_378530295;"2020-02-10";"00:53:14";C_000001281;P_0151;"1";"0.00";"0.00";"999.00"
S_778791305;"2020-02-09";"14:48:46";C_000002291;P_0151;"1";"0.00";"0.00";"999.00"
S_628984653;"2022-02-27";"00:21:12";C_000040497;P_0151;"1";"0.00";"0.00";"999.00"
S_539943897;"2021-11-24";"00:26:14";C_000003828;P_0151;"1";"0.00";"0.00";"999.00"
S_096399873;"2020-12-15";"08:44:31";C_000001916;P_0151;"1";"0.00";"0.00";"999.00"
S_307804415;"2020-01-31";"14:59:09";C_000001429;P_0151;"1";"0.00";"0.00";"999.00"
S_706229088;"2021-02-26";"11:40:21";C_000000437;P_0151;"1";"0.00";"0.00";"999.00"
S_010052793;"2020-10-11";"02:43:55";C_000009108;P_0151;"1";"0.00";"0.00";"999.00"
S_986204365;"2020-03-19";"05:59:56";C_000000445;P_0151;"1";"0.00";"0.00";"999.00"
S_833816906;"2020-07-12";"03:38:05";C_000000671;P_0151;"1";"0.00";"0.00";"999.00"
S_435809859;"2022-12-08";"07:14:00";C_000001658;P_0151;"1";"0.00";"0.00";"999.00"
S_185944141;"2022-02-17";"12:03:32";C_000005358;P_0151;"1";"0.00";"0.00";"999.00"
S_560599053;"2022-01-12";"06:53:39";C_000003088;P_0151;"1";"0.00";"0.00";"999.00"
S_837498601;"2022-09-08";"00:09:39";C_000000490;P_0151;"1";"0.00";"0.00";"999.00"
S_305738545;"2020-12-01";"19:06:42";C_000029230;P_0151;"1";"0.00";"0.00";"999.00"
S_059175086;"2021-04-28";"12:31:39";C_000000482;P_0151;"1";"0.00";"0.00";"999.00"
S_946933487;"2021-04-13";"07:59:21";C_000000348;P_0151;"1";"0.00";"0.00";"999.00"
S_136744346;"2022-05-12";"19:17:17";C_000000695;P_0151;"1";"0.00";"0.00";"999.00"
S_438699893;"2021-06-13";"04:34:20";C_000000807;P_0151;"1";"0.00";"0.00";"999.00"
S_676571068;"2022-04-16";"02:33:39";C_000001271;P_0151;"1";"0.00";"0.00";"999.00"
S_115535208;"2020-01-02";"07:42:14";C_000013593;P_0151;"1";"0.00";"0.00";"999.00"
S_407424125;"2022-04-24";"20:30:53";C_000000695;P_0151;"1";"0.00";"0.00";"999.00"
S_560357120;"2022-12-31";"18:19:12";C_000001087;P_0151;"1";"0.00";"0.00";"999.00"
S_559783308;"2020-11-25";"08:35:15";C_000000482;P_0151;"1";"0.00";"0.00";"999.00"
S_525464513;"2022-02-04";"13:14:30";C_000005183;P_0151;"1";"0.00";"0.00";"999.00"
S_519372078;"2021-10-31";"18:02:11";C_000040497;P_0151;"1";"0.00";"0.00";"999.00"
S_714027642;"2022-06-27";"14:46:47";C_000004720;P_0151;"1";"0.00";"0.00";"999.00"
S_436384640;"2022-03-04";"15:49:35";C_000023735;P_0151;"1";"0.00";"0.00";"999.00"
S_441052771;"2020-03-05";"12:19:29";C_000023356;P_0151;"1";"0.00";"0.00";"999.00"
S_990355716;"2021-05-21";"21:03:51";C_000000293;P_0151;"1";"0.00";"0.00";"999.00"
S_525703539;"2020-09-16";"05:14:01";C_000000222;P_0151;"1";"0.00";"0.00";"999.00"
S_694983729;"2021-09-06";"17:45:09";C_000017679;P_0151;"1";"0.00";"0.00";"999.00"
S_498995838;"2020-02-01";"06:48:15";C_000001194;P_0151;"1";"0.00";"0.00";"999.00"
S_111933717;"2020-06-17";"04:47:32";C_000036519;P_0151;"1";"0.00";"0.00";"999.00"
S_044063316;"2022-12-11";"16:09:32";C_000005563;P_0151;"1";"0.00";"0.00";"999.00"
S_716918972;"2021-03-10";"03:36:21";C_000001946;P_0151;"1";"0.00";"0.00";"999.00"
S_777758743;"2020-07-30";"19:32:22";C_000000396;P_0151;"1";"0.00";"0.00";"999.00"
S_466085869;"2021-04-18";"04:48:03";C_000000640;P_0151;"1";"0.00";"0.00";"999.00"
S_067417442;"2020-12-03";"10:08:09";C_000007791;P_0151;"1";"0.00";"0.00";"999.00"
S_103298892;"2021-01-09";"03:58:19";C_000029230;P_0151;"1";"0.00";"0.00";"999.00"
S_847478482;"2021-11-26";"03:57:19";C_000000313;P_0151;"1";"0.00";"0.00";"999.00"
S_608161868;"2021-09-30";"20:23:32";C_000040497;P_0151;"1";"0.00";"0.00";"999.00"
S_749156012;"2021-07-13";"09:59:28";C_000001423;P_0151;"1";"0.00";"0.00";"999.00"
S_223109928;"2022-03-22";"11:28:47";C_000004329;P_0151;"1";"0.00";"0.00";"999.00"
S_516612710;"2021-03-28";"01:15:49";C_000012562;P_0151;"1";"0.00";"0.00";"999.00"
S_339072186;"2021-01-23";"16:44:58";C_000007612;P_0151;"1";"0.00";"0.00";"999.00"
S_074008428;"2021-05-21";"18:26:54";C_000005563;P_0151;"1";"0.00";"0.00";"999.00"
S_831635498;"2022-08-20";"13:58:28";C_000001040;P_0151;"1";"0.00";"0.00";"999.00"
S_284092611;"2021-04-22";"18:30:07";C_000000176;P_0151;"1";"0.00";"0.00";"999.00"
S_875656151;"2022-05-25";"20:06:13";C_000008777;P_0151;"1";"0.00";"0.00";"999.00"
S_218736562;"2021-11-25";"12:06:42";C_000000332;P_0151;"1";"0.00";"0.00";"999.00"
S_166456951;"2020-02-18";"16:29:17";C_000000445;P_0151;"1";"0.00";"0.00";"999.00"
S_627650654;"2020-12-22";"23:40:16";C_000000835;P_0151;"1";"0.00";"0.00";"999.00"
S_484301209;"2022-02-11";"18:11:19";C_000029230;P_0151;"1";"0.00";"0.00";"999.00"
S_286683504;"2021-07-02";"21:35:38";C_000000350;P_0151;"1";"0.00";"0.00";"999.00"
S_183726131;"2021-12-07";"01:01:24";C_000005563;P_0151;"1";"0.00";"0.00";"999.00"
S_786696278;"2021-11-07";"13:15:28";C_000001602;P_0151;"1";"0.00";"0.00";"999.00"
S_492951301;"2020-10-04";"18:01:21";C_000000106;P_0151;"1";"0.00";"0.00";"999.00"
S_910159021;"2020-11-10";"19:13:10";C_000008111;P_0151;"1";"0.00";"0.00";"999.00"
S_166647171;"2020-09-05";"22:22:29";C_000006969;P_0151;"1";"0.00";"0.00";"999.00"
S_161639480;"2021-07-02";"14:04:20";C_000001229;P_0151;"1";"0.00";"0.00";"999.00"
S_390310739;"2022-01-26";"07:05:27";C_000005699;P_0151;"1";"0.00";"0.00";"999.00"
S_108096119;"2022-09-22";"13:34:17";C_000009826;P_0151;"1";"0.00";"0.00";"999.00"
S_088389652;"2021-12-21";"13:33:32";C_000023356;P_0151;"1";"0.00";"0.00";"999.00"
S_624603658;"2020-09-24";"22:54:25";C_000001481;P_0151;"1";"0.00";"0.00";"999.00"
S_923530819;"2022-04-09";"13:06:35";C_000001481;P_0151;"1";"0.00";"0.00";"999.00"
S_207270976;"2020-07-14";"00:31:14";C_000012562;P_0151;"1";"0.00";"0.00";"999.00"
S_699255189;"2022-03-30";"01:00:38";C_000029228;P_0151;"1";"0.00";"0.00";"999.00"
S_012761631;"2020-01-20";"16:28:37";C_000006456;P_0151;"1";"0.00";"0.00";"999.00"
S_833562683;"2022-09-19";"14:54:31";C_000005903;P_0151;"1";"0.00";"0.00";"999.00"
S_390341090;"2020-06-19";"15:00:39";C_000023585;P_0151;"1";"0.00";"0.00";"999.00"
S_517922346;"2021-11-22";"06:26:27";C_000000278;P_0151;"1";"0.00";"0.00";"999.00"
S_542456929;"2022-10-26";"07:06:48";C_000001678;P_0151;"1";"0.00";"0.00";"999.00"
S_793854649;"2020-06-22";"14:25:59";C_000000161;P_0151;"1";"0.00";"0.00";"999.00"
S_160191582;"2021-10-29";"23:03:49";C_000001492;P_0151;"1";"0.00";"0.00";"999.00"
S_403676712;"2022-08-21";"12:57:39";C_000001204;P_0151;"1";"0.00";"0.00";"999.00"
S_272198403;"2020-11-13";"11:45:25";C_000001527;P_0151;"1";"0.00";"0.00";"999.00"
S_258503035;"2020-08-08";"22:14:34";C_000006884;P_0151;"1";"0.00";"0.00";"999.00"
S_569937471;"2021-05-11";"08:32:00";C_000004996;P_0151;"1";"0.00";"0.00";"999.00"
S_633562495;"2022-02-01";"10:00:34";C_000001916;P_0151;"1";"0.00";"0.00";"999.00"
S_199896885;"2020-09-01";"06:22:18";C_000000222;P_0151;"1";"0.00";"0.00";"999.00"
S_145370558;"2020-07-19";"03:54:17";C_000021064;P_0151;"1";"0.00";"0.00";"999.00"
S_675992132;"2022-06-14";"02:08:22";C_000000807;P_0151;"1";"0.00";"0.00";"999.00"
S_499919000;"2021-10-09";"23:42:54";C_000004213;P_0151;"1";"0.00";"0.00";"999.00"
S_468160698;"2021-10-04";"01:15:32";C_000000792;P_0151;"1";"0.00";"0.00";"999.00"
S_169608831;"2020-07-25";"04:08:33";C_000006271;P_0151;"1";"0.00";"0.00";"999.00"
S_424117429;"2021-09-20";"18:30:15";C_000009826;P_0151;"1";"0.00";"0.00";"999.00"
S_557842621;"2021-11-12";"17:13:54";C_000000385;P_0151;"1";"0.00";"0.00";"999.00"
S_313774681;"2020-08-27";"17:40:28";C_000000557;P_0151;"1";"0.00";"0.00";"999.00"
S_675691097;"2020-11-09";"05:55:22";C_000005563;P_0151;"1";"0.00";"0.00";"999.00"
S_592860192;"2022-11-12";"03:39:46";C_000044480;P_0151;"1";"0.00";"0.00";"999.00"
S_388660845;"2020-02-23";"02:58:55";C_000003828;P_0151;"1";"0.00";"0.00";"999.00"
S_015029926;"2021-07-13";"13:05:26";C_000000480;P_0151;"1";"0.00";"0.00";"999.00"
S_874843207;"2021-09-02";"11:07:20";C_000006271;P_0151;"1";"0.00";"0.00";"999.00"
S_541995838;"2022-01-17";"06:29:45";C_000000160;P_0151;"1";"0.00";"0.00";"999.00"
S_519272091;"2022-05-09";"09:56:07";C_000001083;P_0151;"1";"0.00";"0.00";"999.00"
S_948462662;"2020-09-22";"14:33:59";C_000021383;P_0151;"1";"0.00";"0.00";"999.00"
S_002377048;"2022-03-25";"14:12:44";C_000011023;P_0151;"1";"0.00";"0.00";"999.00"
S_744177997;"2020-08-25";"02:28:45";C_000034640;P_0151;"1";"0.00";"0.00";"999.00"
S_921492910;"2021-02-26";"15:52:44";C_000000186;P_0151;"1";"0.00";"0.00";"999.00"
S_441089417;"2022-06-26";"05:27:06";C_000001281;P_0151;"1";"0.00";"0.00";"999.00"
S_706533273;"2020-03-16";"07:38:07";C_000006938;P_0151;"1";"0.00";"0.00";"999.00"
S_592405579;"2020-01-12";"02:21:35";C_000000475;P_0151;"1";"0.00";"0.00";"999.00"
S_017598915;"2021-07-21";"19:59:21";C_000001678;P_0151;"1";"0.00";"0.00";"999.00"
S_793141583;"2022-03-20";"13:58:10";C_000001271;P_0151;"1";"0.00";"0.00";"999.00"
S_557345014;"2021-10-21";"18:54:21";C_000000475;P_0151;"1";"0.00";"0.00";"999.00"
S_878750452;"2020-06-28";"01:27:43";C_000000807;P_0151;"1";"0.00";"0.00";"999.00"
S_821496385;"2021-05-11";"15:55:01";C_000028440;P_0151;"1";"0.00";"0.00";"999.00"
S_027170870;"2021-09-12";"02:52:46";C_000004298;P_0151;"1";"0.00";"0.00";"999.00"
S_241080852;"2020-08-23";"06:56:32";C_000001470;P_0151;"1";"0.00";"0.00";"999.00"
S_189576360;"2020-02-15";"15:50:23";C_000006969;P_0151;"1";"0.00";"0.00";"999.00"
S_234528503;"2022-10-12";"12:14:57";C_000000232;P_0151;"1";"0.00";"0.00";"999.00"
S_952652712;"2021-07-01";"22:35:35";C_000001380;P_0151;"1";"0.00";"0.00";"999.00"
S_813472028;"2020-04-29";"16:53:39";C_000004052;P_0151;"1";"0.00";"0.00";"999.00"
S_938391005;"2020-03-21";"13:45:50";C_000047220;P_0151;"1";"0.00";"0.00";"999.00"
S_742503069;"2021-02-05";"12:03:44";C_000004527;P_0151;"1";"0.00";"0.00";"999.00"
S_522504214;"2022-05-28";"22:42:40";C_000009301;P_0151;"1";"0.00";"0.00";"999.00"
S_664824273;"2022-03-14";"07:01:54";C_000000445;P_0151;"1";"0.00";"0.00";"999.00"
S_396593549;"2022-11-27";"19:50:38";C_000009063;P_0151;"1";"0.00";"0.00";"999.00"
S_917435042;"2021-07-10";"07:09:13";C_000001229;P_0151;"1";"0.00";"0.00";"999.00"
S_548302947;"2020-05-25";"01:12:28";C_000000385;P_0151;"1";"0.00";"0.00";"999.00"
S_054477455;"2022-01-17";"20:41:37";C_000004239;P_0151;"1";"0.00";"0.00";"999.00"
S_342683548;"2022-01-13";"10:07:49";C_000036519;P_0151;"1";"0.00";"0.00";"999.00"
S_621649388;"2021-11-30";"04:17:55";C_000023585;P_0151;"1";"0.00";"0.00";"999.00"
S_260139975;"2020-08-26";"15:58:03";C_000000201;P_0151;"1";"0.00";"0.00";"999.00"
S_014186398;"2022-05-18";"07:47:58";C_000000568;P_0151;"1";"0.00";"0.00";"999.00"
S_990721491;"2020-05-09";"12:37:57";C_000004379;P_0151;"1";"0.00";"0.00";"999.00"
S_638786621;"2022-08-11";"03:57:46";C_000000201;P_0151;"1";"0.00";"0.00";"999.00"
S_893337537;"2020-11-21";"08:13:06";C_000001492;P_0151;"1";"0.00";"0.00";"999.00"
S_543616712;"2022-10-08";"09:21:11";C_000000313;P_0151;"1";"0.00";"0.00";"999.00"
S_268396096;"2022-03-31";"02:59:48";C_000029230;P_0151;"1";"0.00";"0.00";"999.00"
S_479001682;"2022-09-03";"09:15:14";C_000023585;P_0151;"1";"0.00";"0.00";"999.00"
S_792973748;"2021-11-28";"00:24:01";C_000006456;P_0151;"1";"0.00";"0.00";"999.00"
S_566284195;"2020-04-25";"02:46:37";C_000000640;P_0151;"1";"0.00";"0.00";"999.00"
S_823190358;"2020-09-01";"00:08:43";C_000015271;P_0151;"1";"0.00";"0.00";"999.00"
S_873283538;"2020-10-23";"20:08:47";C_000006566;P_0151;"1";"0.00";"0.00";"999.00"
S_308245716;"2020-12-27";"18:30:18";C_000004239;P_0151;"1";"0.00";"0.00";"999.00"
S_715257391;"2020-07-27";"20:01:52";C_000000228;P_0151;"1";"0.00";"0.00";"999.00"
S_332494640;"2022-07-20";"17:28:33";C_000000992;P_0151;"1";"0.00";"0.00";"999.00"
S_890046695;"2021-05-02";"11:21:39";C_000000106;P_0151;"1";"0.00";"0.00";"999.00"
S_536769877;"2021-04-04";"15:57:21";C_000000228;P_0151;"1";"0.00";"0.00";"999.00"
S_119743286;"2020-05-21";"18:31:17";C_000006566;P_0151;"1";"0.00";"0.00";"999.00"
S_010924514;"2021-01-05";"10:53:33";C_000000695;P_0151;"1";"0.00";"0.00";"999.00"
S_066480262;"2020-03-17";"23:39:42";C_000004720;P_0151;"1";"0.00";"0.00";"999.00"
S_129351187;"2022-09-26";"01:17:20";C_000004996;P_0151;"1";"0.00";"0.00";"999.00"
S_120164981;"2021-06-15";"15:03:01";C_000006566;P_0151;"1";"0.00";"0.00";"999.00"
S_596928178;"2020-12-17";"22:20:52";C_000000475;P_0151;"1";"0.00";"0.00";"999.00"
S_046077353;"2020-08-08";"14:59:17";C_000004527;P_0151;"1";"0.00";"0.00";"999.00"
S_317772853;"2020-08-22";"02:38:30";C_000011525;P_0151;"1";"0.00";"0.00";"999.00"
S_639247787;"2020-05-23";"17:03:50";C_000000514;P_0151;"1";"0.00";"0.00";"999.00"
S_028387308;"2020-11-07";"18:30:37";C_000005563;P_0151;"1";"0.00";"0.00";"999.00"
S_448405201;"2022-11-27";"17:31:35";C_000001194;P_0151;"1";"0.00";"0.00";"999.00"
S_674978595;"2022-09-05";"08:55:26";C_000000368;P_0151;"1";"0.00";"0.00";"999.00"
S_287676242;"2021-04-06";"13:23:04";C_000001375;P_0151;"1";"0.00";"0.00";"999.00"
S_929405113;"2020-12-11";"15:22:24";C_000001423;P_0151;"1";"0.00";"0.00";"999.00"
S_432775640;"2021-07-17";"09:21:25";C_000004379;P_0151;"1";"0.00";"0.00";"999.00"
S_832359531;"2022-06-26";"04:49:08";C_000000926;P_0151;"1";"0.00";"0.00";"999.00"
S_464044095;"2022-08-15";"09:01:29";C_000001204;P_0151;"1";"0.00";"0.00";"999.00"
S_740368753;"2021-01-08";"00:14:15";C_000006456;P_0151;"1";"0.00";"0.00";"999.00"
S_557745935;"2022-11-12";"06:15:08";C_000000385;P_0151;"1";"0.00";"0.00";"999.00"
S_927805615;"2020-04-25";"00:30:25";C_000000340;P_0151;"1";"0.00";"0.00";"999.00"
S_655816578;"2022-10-08";"21:15:23";C_000004379;P_0151;"1";"0.00";"0.00";"999.00"
S_013947764;"2020-10-26";"08:11:02";C_000001580;P_0151;"1";"0.00";"0.00";"999.00"
S_138956984;"2021-10-12";"05:51:32";C_000000186;P_0151;"1";"0.00";"0.00";"999.00"
S_572335997;"2020-09-11";"05:44:54";C_000004657;P_0151;"1";"0.00";"0.00";"999.00"
S_633010880;"2020-03-16";"08:07:11";C_000001423;P_0151;"1";"0.00";"0.00";"999.00"
S_335999656;"2020-02-14";"21:52:50";C_000000161;P_0151;"1";"0.00";"0.00";"999.00"
